"TENURE","HHSIZE","HH62PLUS","HHUNDER18","HHUNDER6","HHFIRSTMOVEIN","HHDEAR","HHDEYE","HHDREM","HHDPHY","HHDDRS","HHDOUT","HHDONEPLUS","NOHEAT","NOHOTWATER","ADDHEAT","LEAKS","MOLD","MUSTY","RODENTS_UNIT","RODENTS_BUILD","TOILET_BROK","ROACHES_NUM","WALLHOLES","FLOORHOLES","PEELPAINT","MDEFCOUNT","ANIMS","PA_FOOD","PA_CASH","PA_OTHER","PA_ANY","FOODINSECURE","UTIL_ELECTRIC","UTIL_GAS","UTIL_HEAT","UTIL_WATER","UTIL_INCLUDED","UTIL_NONE","UTILCOSTS_SUMMER","UTILCOSTS_WINTER","MUTIL","INTERUPT_UTIL","INTERUPT_PHONE","INTERUPT_CELL","INTERUPT_NONE","EMERG400_RATE","HHINC_REC1","HUDILFY20","HUDILFY21","HHPOVERTY","LEASENOW","RENTASSIST","RENTASSIST_VOUCHER","RENTOUTSIDE","RENTFEES","RENT_AMOUNT","GRENT","RENTPAID","RENTPAID_AMOUNT","MISSRENT","ALTRENT_CREDIT","ALTRENT_SAVINGS","ALTRENT_LOAN","ALTRENT_ASSET","ALTRENT_ONEPLUS","RENTBURDEN_CAT","CROWD_BDRM","CROWD_RM","HHCOVIDDIAG"
2,2,2,2,2,2018,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,2,2,2,2,1,1,2,2,2,2,150,100,120,2,2,2,1,10,240,0,0,1,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,1
1,3,2,2,2,2014,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,80,50,58,2,2,2,1,1,155000,151,144,250,1,2,2,2,2,1700,1758,1,1700,2,2,2,2,2,2,3,3,3,2
1,2,1,2,2,2010,2,2,2,2,2,2,2,1,1,1,2,2,5,2,2,2,4,1,2,1,3,1,1,1,2,1,1,2,2,2,2,1,2,150,100,120,2,2,1,2,1,41092,45,43,237,1,1,2,2,1,760,760,1,760,1,1,2,2,2,1,4,3,3,2
1,1,2,2,2,2012,2,2,1,2,2,1,1,1,1,1,2,2,5,2,2,2,2,1,2,2,3,1,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,1,2,5,30000,38,36,223,1,1,1,2,2,1800,1800,1,1800,1,2,1,2,2,1,4,3,3,2
1,1,1,2,2,2009,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,3,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,1,150,100,120,2,2,2,1,1,1092,1,1,8,1,1,2,1,2,1100,1100,1,1100,2,2,2,2,2,2,1,3,3,2
1,1,2,2,2,2000,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,120,120,120,2,2,2,1,10,82000,103,98,250,1,2,2,2,2,1750,1870,1,1750,2,2,2,2,2,2,3,3,3,2
1,5,1,1,2,2016,2,1,2,1,1,2,1,2,2,1,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,2,2,2,2,300,190,218,2,2,2,1,10,53000,43,41,167,1,2,2,2,2,1470,1688,1,1470,1,1,2,2,2,1,2,1,1,1
2,2,1,2,2,2005,2,2,2,2,2,2,2,2,1,1,2,2,5,2,2,2,1,1,2,1,3,2,2,2,2,2,1,1,2,2,2,2,2,120,90,98,2,2,2,1,10,1e+05,110,105,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,5,2,1,1,2010,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,120,100,105,2,2,2,1,1,43000,35,33,139,1,2,2,2,2,1350,1455,1,1350,1,2,2,1,2,1,2,1,2,2
2,2,1,2,2,1981,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,3,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,120,500,651,2,2,2,1,10,28000,31,29,179,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,3,1,2,2,1977,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,1,1,1,1,2,2,2,2,2,100,100,100,2,2,2,1,10,98300,96,92,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2018,2,2,2,1,1,1,1,2,2,2,2,2,4,2,2,2,1,2,2,2,0,2,1,2,2,1,1,1,2,2,2,2,2,60,69,67,2,2,2,1,10,10632,13,13,86,1,1,1,2,2,944,1011,1,944,2,2,2,2,2,2,4,3,3,2
1,4,2,1,1,2015,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,56,97,87,2,2,2,1,10,15000,13,13,57,2,2,2,2,2,950,1037,1,950,2,2,2,2,2,2,1,1,1,2
2,1,2,2,2,2018,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,50000,63,60,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,2,2,2,2,2009,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,150,100,113,2,2,2,1,8,40000,44,42,231,2,2,2,2,2,1700,1813,1,1700,2,2,2,2,2,2,1,3,3,2
1,1,1,2,2,1998,2,1,2,1,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,1,2,2,1,1,2,2,2,2,1,2,150,100,120,2,2,2,1,3,29000,36,35,234,1,2,2,2,2,450,450,1,450,2,2,2,2,2,2,3,3,3,2
1,3,2,1,1,2006,2,2,2,2,2,2,2,2,2,2,1,2,5,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,180,150,158,2,2,2,1,10,50000,49,47,240,2,2,2,2,2,2400,2558,1,2400,2,2,2,2,2,2,1,3,3,2
1,2,2,2,2,2012,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,1,1,1,1,2,1,2,2,2,800,500,596,2,2,2,1,2,12900,14,14,74,1,2,2,2,2,1200,1796,1,1200,2,2,2,2,2,2,1,3,3,2
1,1,2,2,2,1983,1,2,2,2,2,2,1,2,2,2,2,1,5,1,2,2,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,150,100,120,2,2,1,2,1,11700,15,14,87,1,2,2,2,2,500,500,1,500,1,2,2,2,2,2,4,3,3,2
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,50,30,35,2,2,2,1,10,163000,179,171,250,1,2,2,2,2,2700,2735,1,2700,2,2,2,2,2,2,3,3,3,2
1,2,1,2,2,2006,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,2,2,2,2,0,2,2,2,1,1,1,1,1,2,2,2,2,95,73,79,2,2,2,1,1,17800,20,19,114,1,2,2,1,2,1135,1214,1,1135,2,2,2,2,2,2,1,3,3,2
2,2,1,2,2,2011,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,70,40,48,2,2,2,1,10,65000,71,68,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,2,2,2,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,259200,250,250,250,1,2,2,2,2,4200,4200,1,4200,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2011,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,1,2,2,2,1,3,2,1,2,1,1,1,1,2,2,2,2,2,70,40,48,2,2,2,1,10,8593,11,10,69,1,1,2,2,2,183,231,1,183,2,2,2,2,2,2,3,3,3,2
1,2,2,2,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,6,0,63,60,250,1,2,2,2,2,1725,1725,1,1725,2,2,2,2,2,2,1,3,3,2
1,1,2,2,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,140,90,103,2,2,2,1,10,180000,226,215,250,1,2,2,2,2,2000,2103,1,2000,2,2,2,2,2,2,3,3,3,2
2,5,2,1,1,2006,2,2,2,2,2,2,2,1,3,2,2,2,5,1,2,2,4,1,2,1,4,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,225000,183,175,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,2,2,1
1,1,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,45,45,45,2,2,2,1,8,50000,63,60,250,1,2,2,2,2,2750,2795,1,2750,2,2,2,2,2,2,1,3,3,2
1,3,2,1,1,2014,2,1,2,2,2,2,1,2,1,2,2,2,5,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,500,170,253,2,2,2,1,4,40000,39,37,192,2,2,2,2,2,1200,1453,1,1200,1,2,1,2,2,1,2,2,3,1
2,1,1,2,2,1966,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,150,100,120,2,2,2,1,1,20000,25,24,161,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,4,2,1,1,2015,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,400,400,400,2,2,2,1,9,60150,53,50,222,1,2,2,2,2,1141,1541,1,1141,2,2,1,2,2,1,3,1,3,1
1,5,1,1,1,2000,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,130,100,108,2,2,2,1,10,57400,47,45,176,1,2,2,2,2,2000,2108,1,2000,2,2,2,2,2,2,2,3,3,2
1,3,1,2,2,1960,2,2,2,1,1,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,450,700,638,2,2,2,1,10,24000,23,22,119,1,2,2,2,2,430,1068,1,430,2,2,2,2,2,2,3,3,3,1
1,2,1,2,2,2001,2,2,2,1,2,1,1,2,2,1,2,2,5,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,1,49700,55,52,250,1,1,2,2,2,1946,1946,1,1946,2,2,2,2,2,2,2,3,3,2
2,1,2,2,2,1999,2,2,2,2,2,2,2,2,3,2,2,2,5,2,2,2,1,2,2,1,0,1,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,19600,25,23,146,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,2,1,2,2,2012,1,1,2,2,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,1,2,2,2,99,99,107,2,2,2,1,10,230120,250,241,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,1
1,1,1,2,2,2015,1,1,2,1,1,2,1,2,1,2,2,2,5,2,2,2,4,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,233,233,233,2,2,2,1,1,0,63,60,250,2,2,2,2,2,797,1030,2,0,2,1,2,2,2,1,1,3,3,2
1,4,2,1,1,2015,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,300,200,225,2,2,2,1,10,10000,9,8,38,2,1,2,2,2,1029,1254,1,1029,1,2,2,2,2,2,1,1,1,1
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,250,100,120,2,2,2,1,10,179000,197,187,250,1,2,2,2,2,2600,1400,2,2900,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2020,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,150,100,120,2,2,2,1,2,39800,50,48,250,1,2,2,2,2,520,520,1,520,1,1,2,2,2,1,3,3,3,2
1,2,2,2,2,2016,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,50,35,39,2,2,2,1,1,157200,173,165,250,1,2,2,2,2,3300,3339,1,3300,2,2,1,2,2,1,3,3,3,2
2,1,1,2,2,1990,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,22000,28,26,177,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,2,1,2,2,2018,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,2,1,2,2,1,0,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,8,65000,71,68,250,1,2,2,2,2,3450,3450,1,3450,2,2,2,2,2,2,1,3,3,2
2,2,1,2,2,2012,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,500,500,935,2,2,2,1,10,75000,82,79,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,3,2,1,1,2019,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,4,2,1,1,4,2,1,1,2,1,1,2,2,2,2,1,2,150,100,120,2,2,1,2,4,4280,4,4,21,1,1,2,2,1,364,364,1,364,1,1,2,2,2,1,4,1,3,2
2,1,1,2,2,2000,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,70,50,55,2,2,2,1,10,48000,60,57,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2018,2,1,2,2,2,2,1,1,1,1,1,1,4,1,2,2,3,2,1,1,6,2,2,2,2,2,3,2,2,2,2,2,1,150,100,120,2,2,1,2,1,28000,35,33,208,2,2,2,2,1,528,528,1,528,1,2,2,1,2,1,4,3,3,2
1,2,2,2,2,2015,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,4,1,1,1,7,2,1,2,2,1,2,1,2,2,2,2,2,400,215,261,2,2,2,1,2,17580,19,18,101,1,2,2,2,2,1475,1736,1,1475,1,2,2,2,2,2,1,3,3,2
1,7,1,1,2,1997,2,2,2,2,2,2,2,1,2,1,1,2,5,2,2,2,2,1,2,1,5,2,2,2,2,2,1,1,1,2,2,2,2,420,420,420,2,2,2,1,8,148000,105,100,250,2,2,2,2,2,900,1320,1,900,2,2,2,2,2,2,3,1,1,2
2,2,1,2,2,2013,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,2,2,2,1,1,1,2,2,2,2,90,70,75,2,2,2,1,10,145000,159,152,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2006,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,3,80800,102,97,250,1,2,2,1,2,748,748,1,748,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2018,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,100,50,63,2,2,2,1,6,42000,53,50,250,1,2,2,2,2,1100,1163,1,1100,2,2,2,2,2,2,2,3,3,2
1,3,2,2,2,2015,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,3,1,2,1,1,1,1,2,1,1,3,2,2,2,2,1,2,150,100,120,2,2,2,1,10,29840,29,28,147,2,2,2,2,2,1400,1400,1,1400,2,2,2,2,2,2,4,3,3,1
1,2,2,2,2,2020,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,150,100,120,2,2,2,1,10,103000,113,108,250,1,2,2,2,1,4180,1400,1,4180,2,2,2,2,2,2,2,3,3,2
2,2,1,2,2,1965,2,2,2,1,1,1,1,2,2,2,1,2,5,1,2,2,2,1,2,1,3,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,1,2,2,10,30000,33,31,192,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,3,1,2,2,2011,2,2,2,2,2,2,2,2,3,1,2,2,5,1,2,2,4,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,150,180,173,2,2,2,1,1,2964,3,3,15,1,2,2,1,2,1254,1427,1,1254,2,2,2,2,2,2,1,1,3,2
1,1,2,2,2,2017,2,2,2,2,2,2,2,1,1,2,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,150,200,188,2,2,2,1,10,46200,58,55,250,1,2,2,2,2,2400,2588,1,2400,2,2,2,2,2,2,1,3,3,2
1,4,2,1,1,2015,2,2,2,2,2,2,2,2,2,1,1,1,5,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,120,80,90,2,2,2,1,4,78600,69,66,250,2,2,2,2,2,900,990,1,900,2,2,2,2,2,2,3,1,3,2
1,4,2,2,2,2002,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,2,2,2,5,2,1,2,2,1,3,2,2,2,2,1,2,150,100,120,2,2,1,2,1,0,63,60,250,1,1,1,2,2,850,850,2,1375,1,2,2,2,2,2,4,3,3,2
1,1,2,2,2,1989,2,2,1,2,2,1,1,2,2,2,2,2,5,2,2,2,2,2,2,2,0,1,1,1,2,1,3,2,2,2,2,1,2,150,100,120,2,2,1,2,1,29092,37,35,216,1,1,1,2,2,215,215,1,215,1,2,1,2,2,1,4,3,3,2
1,4,2,1,2,1976,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,200,150,163,2,2,2,1,10,120000,106,101,250,1,2,2,2,2,910,1073,1,910,2,2,2,2,2,2,3,3,3,2
1,2,2,1,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,1,2,2,1,1,1,1,2,2,2,2,2,100,60,70,2,2,2,1,1,40780,45,43,229,1,2,2,2,2,2000,2070,1,2000,2,2,2,2,2,2,1,3,3,2
1,6,2,1,2,2019,2,2,1,2,2,2,1,2,3,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,3,1,1,2,2,2,2,200,160,170,2,2,2,1,1,177000,134,128,250,1,2,2,2,2,2500,2670,1,2500,2,2,1,2,2,1,3,3,2,2
1,3,2,1,1,2005,1,2,2,1,2,2,1,2,3,2,2,1,5,2,2,2,1,2,2,2,0,1,1,2,2,1,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,24000,23,22,115,1,1,1,2,2,1200,1200,1,1200,2,2,1,2,2,1,4,3,3,2
1,2,2,2,2,2018,2,2,2,2,2,2,2,2,2,1,2,2,5,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,275,200,219,2,2,2,1,7,80000,88,84,250,1,2,2,2,2,1995,2214,1,1995,2,2,2,2,2,2,3,3,3,2
1,3,1,2,2,2010,2,2,2,2,2,2,2,2,1,2,1,2,5,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,91000,89,85,250,2,1,1,2,2,1633,1633,1,1633,2,2,2,2,2,2,4,1,3,2
1,2,2,2,2,1989,2,2,2,2,2,2,2,2,1,2,2,1,4,1,2,2,4,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,150,100,120,2,2,2,1,1,17940,20,19,104,1,2,2,2,2,700,700,1,700,1,2,2,2,2,2,4,3,3,2
1,1,2,2,2,2017,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,4,29000,36,35,215,1,2,2,2,2,650,650,1,650,2,2,2,2,2,2,3,3,3,2
1,1,1,2,2,2000,2,2,2,1,1,1,1,1,1,2,1,2,5,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,150,100,120,2,2,2,1,1,17000,21,20,137,2,2,2,2,2,650,650,2,820,2,2,2,2,2,2,2,3,3,2
1,4,2,1,1,2018,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,125,100,106,2,2,2,1,1,98000,86,82,250,2,2,2,2,2,1200,1306,1,1200,1,2,1,1,2,1,3,1,2,2
1,1,1,2,2,2001,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,1,2,2,1,2,2,2,2,2,3,1,1,2,2,2,2,140,110,118,2,2,2,1,1,36000,45,43,250,2,2,2,2,1,1200,1318,1,1200,2,2,2,2,2,2,2,3,3,2
1,2,2,2,2,2016,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,175,100,119,2,2,2,1,10,117000,129,123,250,1,2,2,2,2,725,844,1,725,2,2,2,2,2,2,3,3,3,2
1,4,2,1,2,2006,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,1,125000,110,105,250,2,2,2,2,2,0,1400,1,0,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2013,2,2,1,2,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,2,795,630,671,2,2,2,1,1,23670,30,28,176,1,2,2,1,2,1500,2171,1,1500,1,2,1,2,2,1,1,3,3,1
2,2,1,2,2,1975,1,2,2,2,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,150,100,404,2,2,2,1,10,93326,103,98,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2018,2,2,2,2,2,2,2,1,1,2,2,2,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,300,180,210,2,2,2,1,3,11000,14,13,82,1,2,2,2,2,1082,1292,1,1082,2,2,2,2,2,2,1,3,3,2
1,5,2,1,1,2010,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,250,300,288,2,2,2,1,6,210000,171,163,250,2,2,2,2,2,1200,1488,1,1200,2,2,2,2,2,2,3,3,2,2
2,2,1,2,2,2021,2,2,2,1,2,2,1,2,2,2,2,2,5,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,1,36071,40,38,231,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,2,2,2,2,2020,2,2,2,1,2,2,1,2,2,2,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,5,144000,158,151,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,2,2,2,2,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,150,100,120,2,2,2,1,10,100400,110,105,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
2,2,2,2,2,2014,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,2,2,100,100,123,2,2,2,1,10,44000,48,46,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2018,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,150,100,120,2,2,2,1,8,9252,12,11,69,2,1,2,1,2,300,300,1,300,2,2,2,2,2,2,2,3,3,2
1,5,2,2,2,1996,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,200,200,200,2,1,2,2,10,90000,73,70,250,1,2,2,2,2,1200,1400,1,1200,2,2,2,2,2,2,3,2,3,1
1,2,2,2,2,2019,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,0,2,2,2,2,2,2,1,1,2,2,2,2,100,120,115,2,2,2,1,10,76400,84,80,250,1,2,2,2,1,2575,2690,1,2575,2,2,2,2,2,2,2,3,3,2
1,1,1,2,2,2015,1,1,1,1,1,1,1,2,2,2,2,2,5,2,2,2,4,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,1,150,100,120,2,2,2,1,8,12300,15,15,99,1,2,2,2,2,1165,1165,1,1165,2,2,2,2,2,2,4,3,3,2
1,2,2,2,2,2021,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,150,100,120,2,2,2,1,8,79800,88,84,250,1,2,2,2,2,2900,1400,1,2900,2,2,2,2,2,2,2,3,3,1
1,1,2,2,2,1994,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2,3,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,150,100,120,2,2,2,1,4,11000,14,13,82,1,2,2,2,1,262,262,1,262,2,2,2,2,2,2,4,3,3,2
1,1,2,2,2,2012,2,2,2,2,2,2,2,1,2,1,1,2,5,2,2,1,1,1,2,2,5,2,2,2,2,2,1,2,2,2,2,1,2,150,100,120,2,2,2,1,10,30000,38,36,223,2,2,2,2,2,2000,2000,1,2000,1,2,2,2,2,2,1,3,3,2
2,2,2,2,2,1996,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,1,0,2,2,2,2,2,1,1,2,2,2,2,2,85,75,78,2,2,2,1,10,89000,98,93,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,1
1,1,2,2,2,2014,2,2,2,2,2,2,2,1,2,2,1,2,5,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,140,100,110,2,2,2,1,5,4900,6,6,36,1,2,2,2,2,0,1400,1,0,2,2,2,2,2,2,3,3,3,2
1,1,2,2,2,2000,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,150,100,120,2,2,2,1,5,30000,38,36,223,1,2,2,2,2,880,880,1,880,2,2,2,2,2,2,2,3,3,2
2,3,2,1,1,2018,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,300,100,150,2,2,2,1,10,52200,51,49,250,1,2,2,2,2,1379,1400,1,1375,2,2,2,2,2,2,3,3,3,2
